No | KKKS | NDP | Tender Title | Expected Invitation Date | Currency | Estimated Value | Minimum TKDN
899 | PERTAMINA HULU MAHAKAM | A066-25-A-080046 | Pengadaan Jasa Utility Boat | April 2026 | IDR | 32416409865 | 85
900 | PERTAMINA HULU MAHAKAM | A066-25-A-080050 | Pengadaan Jasa Mooring Boat | April 2026 | IDR | 32868000000 | 85
901 | PERTAMINA HULU MAHAKAM | A066-25-A-080059 | Provision of 2-1/16"5K Gate Valve Pneumatic | April 2026 | IDR | 24810813000 | 10
902 | PERTAMINA HULU MAHAKAM | A066-25-A-080063 | Provision of Production Packer and Services | Februari 2026 | IDR | 49500000000 | 25
903 | PERTAMINA HULU MAHAKAM | A066-25-A-080057 | Provision of Sandy Service Surface Choke Valve | Januari 2026 | USD | 4919798 | 25
904 | PERTAMINA HULU MAHAKAM | A066-25-A-080068 | Provision of Conductor Pipe 20" X56M, 0.625” WT, ERW, R3 | April 2026 | IDR | 49500000000 | 40
905 | PERTAMINA HULU MAHAKAM | A066-25-A-080069 | Provision of Conductor Pipe 20" X56M, 0.625” WT, ERW, R3 | Mei 2026 | IDR | 49500000000 | 40
906 | PERTAMINA HULU MAHAKAM | A066-25-A-080075 | Pekerjaan Pemelihaan Bangunan Kantor, Perumahan dan Fasilitas Umum di Balikpapan | Maret 2026 | IDR | 33783052258 | 55
907 | PERTAMINA | A066-25-A-080080 | Pemeliharaan dan Operasional Power | Maret 2026 | IDR | 21278522346 | 55
908 | PERTAMINA HULU MAHAKAM | A066-25-A-080082 | Pemeliharaan unit Domestic Equipment | Maret 2026 | IDR | 45817993721 | 75
909 | PERTAMINA HULU MAHAKAM | A066-25-A-080084 | Pekerjaan Perbaikan Bangunan Gedung dan Sarana Prasarana Lainnya | Maret 2026 | IDR | 20501483621 | 50
910 | PERTAMINA HULU MAHAKAM | A066-25-A-080095 | Pengadaan Bahan Kimia Biocide THPS | Maret 2026 | IDR | 43200000000 | 25
911 | PERTAMINA HULU MAHAKAM | A066-25-A-080108 | Call Off Order Contract Material Steel Structure | Februari 2026 | IDR | 48000000000 | 0
912 | PERTAMINA HULU MAHAKAM | A066-25-A-080112 | Call Off Order Contract Various Check Valve | Februari 2026 | IDR | 45000000000 | 25
913 | PERTAMINA HULU MAHAKAM | A066-25-A-080119 | Global QA/QC Services | Juni 2026 | USD | 4268468 | 55
914 | PERTAMINA HULU MAHAKAM | A066-25-A-080125 | Jasa Penanaman dalam rangka Rehabilitasi DAS - Area 2 | Maret 2026 | IDR | 17431404022 | 90
915 | PERTAMINA HULU MAHAKAM | A066-25-A-080126 | Kontrak Jasa Pendukung Kegiatan Perizinan Kehutanan PT Pertamina Hulu Mahakam | Maret 2026 | IDR | 9500000000 | 90
916 | PERTAMINA HULU MAHAKAM | A066-25-A-080134 | South Area Production Liquid Treatment | Agustus 2026 | IDR | 39920375486 | 55
917 | PERTAMINA HULU MAHAKAM | A066-25-A-080140 | Jasa Verifikasi TKDN | April 2026 | IDR | 36413000000 | 90
918 | PERTAMINA HULU MAHAKAM | A066-25-A-080269 | PO 103B Provision of Liquid Transfer Pump for MWPS Platform SNB LLP Project OPLL2B | Januari 2026 | IDR | 25000000000 | 10
919 | PERTAMINA HULU MAHAKAM | A066-25-A-080039 | Pengadaan Jasa Kapal Small Marine B | Maret 2026 | IDR | 53028456000 | 85
920 | PERTAMINA HULU MAHAKAM | A066-25-A-080047 | Pengadaan Jasa Diving Support Vessel | April 2026 | IDR | 59458500000 | 85
921 | PERTAMINA HULU MAHAKAM | A066-25-B-080293 | Provision of Fire Water Pump Package For CPA Fire Water Revamping | Januari 2026 | IDR | 35000000000 | 25
922 | PERTAMINA HULU MAHAKAM | A066-25-B-080290 | Surface facility repair and modification for Bekapai area | Januari 2026 | IDR | 45000000000 | 80
923 | PERTAMINA HULU MAHAKAM | A066-25-B-080319 | Provision of Liquid Return Containment Services | Februari 2026 | USD | 2837498 | 80
924 | HUSKY- CNOOC OIL MADURA LIMITED | A075-25-A-202001 | EPCI for MDK Field Development | Februari 2026 | USD | 50000000 | 45
925 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-042001 | Jack Up Drilling Rig Services | Oktober 2026 | USD | 17360000 | 35
926 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-122001 | Provision Helicopter Services | November 2026 | USD | 7625558 | 80
927 | HUSKY- CNOOC OIL MADURA LIMITED | A075-24-A-061004 | Purchase of Micro Turbine Generator for MDA Platform | Januari 2026 | USD | 1586698 | 0
928 | HUSKY- CNOOC OIL MADURA LIMITED | A075-25-A-051001 | Call Off Order of Casing 30" for MDK Development Wells | Agustus 2026 | USD | 1234594 | 0
929 | HUSKY- CNOOC OIL MADURA LIMITED | A075-25-A-051002 | Call Off Order of Wellhead & Xmas Tree for MDK Development Wells | Agustus 2026 | USD | 1022562 | 25
930 | HUSKY- CNOOC OIL MADURA LIMITED | A075-25-A-051003 | Call Off Order of Completion Equipment and Services for MDK Development Wells | Februari 2026 | USD | 763711 | 0
931 | HUSKY- CNOOC OIL MADURA LIMITED | A075-25-A-062002 | Call Off Order of Fabrication and Construction Services | Januari 2026 | IDR | 45000000000 | 60
932 | HUSKY- CNOOC OIL MADURA LIMITED | A075-25-A-122002 | Integrated Shorebase Rental and Material Handling Services | Oktober 2026 | IDR | 52180211664 | 90
933 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-022001 | Field Telecommunication Network Services | Desember 2026 | IDR | 43084491667 | 75
934 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-061001 | Purchase of Power Generation for MDA | Maret 2026 | USD | 1428500 | 0
935 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-062001 | 2026 Underwater Work Service | Februari 2026 | IDR | 43198507900 | 55
936 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-062002 | Abandonment Site Restoration Study | Maret 2026 | IDR | 8350000000 | 35
937 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-082001 | Oil Spill Response Equipment for MDA- MBH Operation | Mei 2026 | USD | 4863159 | 75
938 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-082002 | Oil Spill Response Equipment for MAC Operation | Juli 2026 | USD | 1610949 | 75
939 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-122002 | Provision of Port Clearance for HCML Operation in Taddan and Branta Area | April 2026 | IDR | 7940160000 | 90
940 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-131001 | Price Agreement Wellhead & X-mas Tree Spare Part for BD Field | Maret 2026 | IDR | 7737700400 | 10
941 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-132001 | Valve Maintenance Services | Desember 2026 | IDR | 7950000000 | 55
942 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-151001 | Purchase of SBNP and Sparepart | Maret 2026 | IDR | 16640623733 | 25
943 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-152001 | Rental Desander Unit for MDA and MAC Wells | Desember 2026 | IDR | 43955257500 | 55
944 | HUSKY- CNOOC OIL MADURA LIMITED | A075-26-A-202001 | Project Manpower Services for MDK Field Development | Februari 2026 | IDR | 20784000000 | 90
945 | GENTING OIL KASURI PTE. LTD. | A088-25-B-000018 | MANPOWER SUPPLY FOR PROJECT MANAGEMENT AND SUPPORT SERVICES AKM FIELD DEVELOPMENT | Januari 2026 | IDR | 49809168529 | 90
946 | GENTING OIL KASURI PTE. LTD. | A088-25-B-000019 | MANPOWER SERVICES FOR HSE PERSONNEL | Januari 2026 | IDR | 13090496821 | 90
947 | GENTING OIL | A088-26-A-000001 | CATERING & ACCOMMODATION SERVICES | Mei 2026 | IDR | 36000000000 | 95
948 | GENTING OIL KASURI PTE. LTD. | A088-26-A-000002 | SUPPLY OF HSD FUEL | Maret 2026 | IDR | 12500000000 | 79
949 | TEXCAL ENERGY MAHATO INC. | A091-26-A-A00001 | Permanent Facility Cluster 1 | Juli 2026 | IDR | 97053498558 | 40
950 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000001 | PROVISION OF RIG WELL SERVICES AND WORKOVER MIN 350 HP | Mei 2026 | IDR | 68000000000 | 75
951 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000002 | PROVISION OF FRACTURING EQUIPMENT, MATERIAL & SERVICES | Januari 2026 | IDR | 22000000000 | 40
952 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000003 | PROVISION OF LAND DRILLING RIG WITH MIN 1500-2000HP & SERVICES | Februari 2026 | IDR | 60000000000 | 70
953 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000004 | PROVISION OF DIRECTIONAL DRILLING AND SERVICES | Februari 2026 | IDR | 19600000000 | 55
954 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000005 | PROVISION OF MUD MATERIAL AND SERVICES | Februari 2026 | IDR | 12000000000 | 60
955 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000006 | PROVISION OF CEMENTING MATERIAL AND SERVICES | Februari 2026 | IDR | 11950000000 | 75
956 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000007 | SEWA BERIKUT PENGOPERASIAN PERALATAN FASILITAS PRODUKSI (EARLY PRODUCTION FACILITY/EPF) | Januari 2026 | IDR | 31661939190 | 80
957 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000008 | Chemical Demulsifier | Maret 2026 | IDR | 16071790000 | 25
958 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000009 | Rental ESP Pump | April 2026 | IDR | 70510000000 | 75
959 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000010 | Provision of Housekeeping and Waste Management Services | Maret 2026 | IDR | 7813803629 | 80
960 | TEXCAL ENERGY MAHATO INC. | A091-26-A-000011 | Provision of Security Services | April 2026 | IDR | 26200000000 | 90
961 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000013 | Provision of Ketapang Chemicals Supply & Technical Support Services | Maret 2026 | USD | 4072165 | 75
962 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000012 | Provision of Cargo Carrying Unit Rental Services for PCK2L, PCNM2 and PNKSB (kontrak bersama Lead by Pertamina) | Juli 2026 | IDR | 15458686650 | 80
963 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000011 | Provision of Accommodation Work Barge & Support vessel for Well Intervention Campaign | Maret 2026 | USD | 1500000 | 85
964 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000010 | Provision of Shipping Agency Services | Februari 2026 | IDR | 9542576250 | 90
965 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000009 | Provision of Berthing Facilities and Handling Services | April 2026 | IDR | 9542576250 | 85
966 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000008 | Provision of Cargo Carrying Unit Rental Services for PCK2L & PCNM2& PNKSB | Maret 2026 | IDR | 9900000000 | 80
967 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000007 | Provision of Sharing Medevac Helicopter Services (PCK2L, PCNM2, PNKSB) | April 2026 | USD | 2587992 | 80
968 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000006 | Provision of Office Support for Jakarta Office | Februari 2026 | IDR | 13000000000 | 90
969 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000005 | Provision of Material Supply and Services Integrated Control & safety System (ICSS) for Bukit Panjang Development Project, Ketapang Block, East Java, Indonesia. | Januari 2026 | USD | 1200000 | 20
970 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000004 | Provision of Rental PC and Notebook | Maret 2026 | IDR | 21000000000 | 67
971 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000003 | Provision Support, Services and Maintenance for CCTV Site | Maret 2026 | IDR | 8000000000 | 85
972 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000002 | Provision of NetApp Storage Maintenance and Support Service | Maret 2026 | IDR | 9000000000 | 75
973 | PETRONAS CARIGALI | A095-26-A-000001 | Provision of Connection SDWAN Jakarta to OFFSHORE | Maret 2026 | IDR | 7500000000 | 75
974 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-TFRC18 | TFC Provision of Rental Cement Unit Services (WOR3) | Januari 2026 | USD | 2547627 | 35
975 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-TFCE17 | TFC Provision Cementing Engineering Services (WOR2) | Januari 2026 | USD | 3369819 | 35
976 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000016 | Provision of Supply, Testing, and Installation of Offloading Hose for FPSO Operations | Maret 2026 | USD | 1809000 | 45
977 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000014 | Provision of Operation Blanket Engineering Services | Maret 2026 | USD | 572000 | 85
978 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-000015 | Provision of MTG Overhaul Supply and Support Services | Februari 2026 | USD | 806159 | 75
979 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-TFCD07 | TFC Supply of Conductor & Surface Casing (WOR1) | Januari 2026 | USD | 6460919 | 39
980 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-TFDD06 | TFC Provision of DD/MWD/LWD Services WOR3 | Januari 2026 | USD | 10619201 | 35
981 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-TFDF05 | TFC Provision of Drilling Fluids Engineering (WOR2) | Januari 2026 | USD | 13916608 | 35
982 | PETRONAS CARIGALI KETAPANG LTD. | A095-26-A-TFCM08 | TFC Supply of Medium Size OCTG (WOR1) | Januari 2026 | USD | 7186430 | 25
983 | MEDCO E&P NATUNA LTD. | A105-25-A-000033 | PROVISION OF INTEGRATED SHARING STAGING AND WAREHOUSE JAKARTA | Januari 2026 | IDR | 142842768000 | 75
984 | MEDCO E&P NATUNA LTD. | A105-25-B-000011 | Provision of Jack Up Drilling Rig & Associated Services | Januari 2026 | USD | 18000000 | 18
985 | MEDCO E&P NATUNA LTD. | A105-26-A-000001 | Helicopter Charter Services | Maret 2026 | USD | 28637142 | 65
986 | MEDCO E&P NATUNA LTD. | A105-26-A-000003 | Manpower Support Services (MEPN Jakarta) | Juni 2026 | IDR | 102012132555 | 90
987 | MEDCO E&P NATUNA LTD. | A105-26-A-000004 | Manpower Support Services (MEPN Matak & Offshore) | Mei 2026 | IDR | 157758368150 | 90
988 | MEDCO E&P NATUNA LTD. | A105-25-B-000010 | 28-INCH DIVERLESS STRUCTURAL CLAMP FOR WNTS EMERGENCY SPARE | Januari 2026 | IDR | 19560000000 | 0
989 | MEDCO E&P NATUNA LTD. | A105-25-B-000012 | LAND TRANSPORTATION RENTAL SERVICES | Januari 2026 | IDR | 8700000000 | 80
990 | MEDCO E&P NATUNA LTD. | A105-25-B-000019 | Provision of Equipment and Completion Services | Januari 2026 | USD | 2200000 | 5
991 | MEDCO E&P NATUNA LTD. | A105-25-B-000020 | Provision of TCP & related services | Januari 2026 | USD | 4500000 | 5
992 | MEDCO E&P NATUNA LTD. | A105-26-A-000005 | MARINE WARRANTY SURVEY SERVICES | Mei 2026 | IDR | 32875750000 | 90
993 | MEDCO E&P NATUNA LTD. | A105-26-A-000006 | Blanket contract for call off Offshore Support Vessel | Mei 2026 | USD | 3218800 | 85
994 | MEDCO E&P NATUNA LTD. | A105-26-A-000007 | Rental AHTS 80 Ton Services | April 2026 | USD | 2682500 | 85
995 | MEDCO E&P NATUNA LTD. | A105-26-A-000008 | Rental AHTS 120 Ton Services | April 2026 | USD | 3272000 | 85
996 | MEDCO E&P NATUNA LTD. | A105-26-A-000009 | Facility Engineering Services Offshore | Maret 2026 | IDR | 24000000000 | 85
997 | MEDCO E&P NATUNA LTD. | A105-26-A-000010 | Provision of Liquid Nitrogen and Service for Offshore | Juli 2026 | IDR | 14220000000 | 50
998 | MEDCO E&P NATUNA LTD. | A105-26-A-000011 | Change Out Catalyst for Belanak FPSO Facilities | Mei 2026 | IDR | 24925428000 | 35
999 | MEDCO E&P NATUNA LTD. | A105-26-A-000032 | PROVISION OF SOLID CONTROL EQUIPMENT AND SERVICES | Juni 2026 | USD | 2000000 | 80
1000 | MEDCO E&P NATUNA LTD. | A105-26-A-000033 | CALL OFF ORDER OCTG HIGH GRADE PREMIUM CONNECTION | Juni 2026 | IDR | 15000000000 | 25
1001 | MEDCO E&P NATUNA LTD. | A105-26-A-000034 | OFFSHORE DRILLING AND FISHING TOOLS SERVICES | Juni 2026 | USD | 1500000 | 35
1002 | MEDCO E&P NATUNA LTD. | A105-26-A-000035 | DESALINATION AND FILTRATION UNIT SERVICES | Juni 2026 | IDR | 40000000000 | 35
1003 | MEDCO E&P NATUNA LTD. | A105-26-A-000036 | FOAM ASSISTED LIFT PROJECT | Mei 2026 | IDR | 25000000000 | 35
1004 | MEDCO E&P NATUNA LTD. | A105-26-A-000037 | PROVISION OF OFFSHORE COMPLETION SERVICES | Mei 2026 | USD | 2500000 | 10
1005 | MEDCO E&P NATUNA LTD. | A105-26-A-000038 | PROVISION OF TUBULAR CUT & THREAD SERVICES | Mei 2026 | USD | 1000000 | 50
1006 | MEDCO E&P NATUNA LTD. | A105-26-A-000039 | PROVISION OF WELL TRACTOR AND ROBOTIC DOWN HOLE MECHANICAL TOOLS SERVICES | Juni 2026 | USD | 1500000 | 35
1007 | MEDCO E&P NATUNA LTD. | A105-26-A-000040 | PROVISION OF WELL TRACTOR AND ROBOTIC DOWN HOLE MECHANICAL TOOLS FOR WELL INTERVENTION SERVICES | Juni 2026 | USD | 4500000 | 35
1008 | MEDCO E&P NATUNA LTD. | A105-26-A-000041 | TUBING PATCH ISOLATION SYSTEM | Juni 2026 | USD | 2500000 | 5
1009 | MEDCO E&P NATUNA LTD. | A105-26-A-000042 | PROVISION OF WELL TESTING EQUIPMENT AND SERVICES | Juni 2026 | USD | 4800000 | 35
1010 | MEDCO E&P NATUNA LTD. | A105-26-A-000043 | PROVISION OF OFFSHORE GAS LIFT VALVE REFURBISHMENT AND MAINTENANCE SERVICES | Juni 2026 | USD | 2000000 | 10
1011 | MEDCO E&P NATUNA LTD. | A105-26-A-000044 | ANTI EROSION SAND SCREEN SUPPLY | Juni 2026 | USD | 1000000 | 10
1012 | MEDCO E&P NATUNA LTD. | A105-26-A-000045 | CERAMIC SAND SCREEN SUPPLY | Juni 2026 | USD | 1000000 | 10
1013 | MEDCO E&P NATUNA LTD. | A105-26-A-000046 | FRAC PACK PUMPING SERVICES | Mei 2026 | USD | 2000000 | 35
1014 | MEDCO E&P NATUNA LTD. | A105-26-A-000047 | SPECIALTY WELDING, MATERIALS AND SERVICES FOR OFFSHORE | Mei 2026 | IDR | 25000000000 | 55
1015 | MEDCO E&P NATUNA LTD. | A105-26-A-000048 | WELLHEAD & XMAS TREE EQUIPMENT, SERVICES, REPAIR, AND PARTS | Mei 2026 | USD | 3500000 | 35
1016 | MEDCO E&P NATUNA LTD. | A105-26-A-000049 | OFFSHORE COILED TUBING UNIT AND ASSOCIATED SERVICES | Mei 2026 | USD | 4800000 | 45
1017 | MEDCO E&P NATUNA LTD. | A105-26-A-000050 | PROVISION OF OFFSHORE HYDRAULIC WORKOVER UNIT (HWU) | Juni 2026 | IDR | 49000000000 | 35
1018 | MEDCO E&P NATUNA LTD. | A105-26-A-000051 | PROVISION OF OFFSHORE SLICKLINE EQUIPMENT AND SERVICES | Mei 2026 | USD | 4500000 | 45
1019 | MEDCO E&P NATUNA LTD. | A105-26-A-000052 | OPENHOLE WIRELINE LOGGING AND PERFORATING SERVICES | Mei 2026 | USD | 2000000 | 45
1020 | MEDCO E&P NATUNA LTD. | A105-26-A-000053 | PROVISION OF CASED HOLE WIRELINE SERVICES | Mei 2026 | USD | 4800000 | 45
1021 | MEDCO E&P NATUNA LTD. | A105-26-A-000054 | ENGINEERING SERVICES | Juni 2026 | IDR | 74000000000 | 85
1022 | MEDCO E&P NATUNA LTD. | A105-25-A-000013 | FIELD OPERATIONS ASSISTANCE SERVICES | Januari 2026 | IDR | 60000000000 | 85
1023 | MEDCO E&P NATUNA LTD. | A105-25-A-000016 | GHG Emission Reduction, Energy Transition & Renewable Energy Studies | Januari 2026 | IDR | 74000000000 | 40
1024 | MEDCO E&P NATUNA LTD. | A105-25-A-000032 | PROVISION OF CARGO VESSEL SERVICES | Januari 2026 | USD | 4513800 | 85
1025 | MEDCO E&P NATUNA LTD. | A105-25-B-000014 | Supply of Specialty Chemicals for Forel Operations | Januari 2026 | IDR | 48000000000 | 25
1026 | MEDCO E&P NATUNA LTD. | A105-26-A-000002 | Vessel Agreement for AHTS 120 Ton Services (Package A & package B) | Januari 2026 | USD | 4968500 | 85
1027 | MEDCO E&P NATUNA LTD. | A105-25-B-000016 | Technical Inspection Services | Januari 2026 | IDR | 73082911600 | 75
1028 | MEDCO E&P NATUNA LTD. | A105-25-B-000017 | Provision of Material Catalyst Molsieve | Januari 2026 | USD | 3200000 | 0
1029 | MEDCO E&P NATUNA LTD. | A105-25-B-000018 | Provision of ESTMZ Equipment and Completion Services | Januari 2026 | USD | 4998000 | 5
1030 | MEDCO E&P NATUNA LTD. | A105-26-A-000031 | PROVISION OF WELL OPERATIONS TECHNICAL SUPPORT SERVICES FOR WELL INTERVENTION AND INTEGRITY OFFSHORE | Juli 2026 | IDR | 30000000000 | 80
1031 | MEDCO E&P NATUNA LTD. | A105-26-A-000013 | Offshore Coating and Insulation Maintenance Services | Maret 2026 | IDR | 55000000000 | 75
1032 | MEDCO E&P NATUNA LTD. | A105-26-A-000014 | INFLATABLE LIFERAFT INSPECTION AND MAINTENANCE SERVICES (VIKING) | April 2026 | IDR | 8273489481 | 50
1033 | MEDCO E&P NATUNA LTD. | A105-26-A-000027 | FACILITY MECHANICAL INTEGRITY ASSESSMENT SERVICES CONTRACT | Februari 2026 | IDR | 12500000000 | 70
1034 | MEDCO E&P NATUNA LTD. | A105-26-A-000028 | POWER GENERATION , TRANSFORMER AND ELECTRIC MOTOR SERVICES | Februari 2026 | IDR | 14500000000 | 50
1035 | MEDCO E&P NATUNA LTD. | A105-26-A-000029 | PROVISION OF CEMENTING EQUIPMENT & RELATED SERVICES | Juli 2026 | USD | 2000000 | 35
1036 | MEDCO E&P NATUNA LTD. | A105-26-A-000030 | GEOMECHANICAL STUDY SERVICES | Juli 2026 | USD | 300000 | 35
1037 | MEDCO E&P NATUNA LTD. | A105-26-A-000015 | HVAC Maintenance Services | Mei 2026 | IDR | 18000000000 | 35
1038 | MEDCO E&P NATUNA LTD. | A105-26-A-000016 | SYSTEM One & DM 2000 MAINTENANCE SERVICES | Juli 2026 | IDR | 15000000000 | 20
1039 | MEDCO E&P NATUNA LTD. | A105-26-A-000017 | ELECTRICAL EQUIPMENT MAINTENANCE SERVICES | Maret 2026 | IDR | 45000000000 | 75
1040 | MEDCO E&P NATUNA LTD. | A105-26-A-000018 | Upgrade S2M Panel North Belut Turbo Expander | Februari 2026 | IDR | 18000000000 | 10
1041 | MEDCO E&P NATUNA LTD. | A105-26-A-000019 | Pipeline operations Metering System Verification | Juni 2026 | IDR | 16000000000 | 35
1042 | MEDCO E&P NATUNA LTD. | A105-26-A-000020 | WNTS Online Mercury Analyzer Maintenance | Maret 2026 | IDR | 15000000000 | 35
1043 | MEDCO E&P NATUNA LTD. | A105-26-A-000021 | Offshore Intelligent Pigging Services | Maret 2026 | IDR | 15500000000 | 35
1044 | MEDCO E&P NATUNA LTD. | A105-26-A-000022 | Building Electrical & Utilities Maintenance Services | Agustus 2026 | IDR | 7795000000 | 75
